name,assoc_names,original_language,authors,genres,tags,image_link,description
Post-’80s Cultivation Journal,['八零后修道记'],chinese,['钓鱼1哥'],"['action', 'adventure', 'martial arts', 'slice of life', 'supernatural', 'xianxia']","['alchemy', 'beast companions', 'child protagonist', 'cultivation', 'farming', 'ghosts', 'late romance', 'male protagonist', 'mob protagonist', 'modern day', 'sect development', 'spirits', 'unique cultivation technique', 'zombies']",https://cdn.novelupdates.com/images/180-1.jpg,"Zhang Jiaohua, just another ordinary Post-80, with no speciality compared to his peers. Same food, diet and play, acting like a spoiled child towards his parents, towards his Grandpa and Grandma like a Tyrant, getting into fights and scuffles with village brats, stealing one mao from parents to go buy a popsicle, picking grapes to eat from the grapevine in Zhang Jiujin’s house, going to the mountains to fish out birds nest…….just the same, just the same, there was nothing unusual in any way. At the age of six years he experienced an unusual event, that completely changed his life path. Great Dao is Life, Life is Great Dao."
Power and Wealth,['权财'],chinese,"['chang yu', '尝谕']","['action', 'adult', 'drama', 'ecchi', 'harem', 'mature', 'romance', 'supernatural']","['adultery', 'affair', 'average-looking protagonist', 'beautiful female lead', 'business management', 'character growth', 'cheats', 'criminals', 'cunning protagonist', 'early romance', 'famous protagonist', 'hot-blooded protagonist', 'leadership', 'love rivals', 'love triangles', 'loyal subordinates', 'male protagonist', 'management', 'marriage', 'modern day', 'naive protagonist', 'nationalism', 'older love interests', 'police', 'politics', 'polygamy', 'poor to rich', 'pregnancy', 'second chance', 'shameless protagonist', 'slow romance', 'time manipulation', 'time travel', 'weak to strong']",https://cdn.novelupdates.com/images/2019/03/cover-image.jpg,"An accident let him have a special ability to turn back time up to 1 minute. When he said the wrong things in front of his leader, he was able to return back to 1 minute before to correct what he said. During jade stone gambling and there was no jade inside, he turns back time to pick another stone. When the woman he likes met an accident, he can return back to 1 minute before to save her…… A small fry’s rise through the ranks of the government service starts……"
Predatory Marriage,"['PM', 'Yagtalhon', 'วิวาห์นักล่า', '약탈혼']",korean,"['saha', '사하']","['adult', 'drama', 'fantasy', 'mature', 'romance', 'smut', 'tragedy']","['adapted to manhwa', 'amnesia', 'aristocracy', 'arranged marriage', 'beautiful female lead', 'betrayal', 'bloodlines', 'boss-subordinate relationship', 'brainwashing', 'broken engagement', 'calm protagonist', 'character growth', 'clever protagonist', 'cold love interests', 'complex family relationships', 'cruel characters', 'demons', 'determined protagonist', 'european ambience', 'family conflict', 'fantasy world', 'fated lovers', 'fearless protagonist', 'female protagonist', 'first-time interc**rse', 'f*llatio', 'handsome male lead', 'hiding true abilities', 'human-nonhuman relationship', 'jealousy', 'kidnappings', 'kingdoms', 'love interest falls in love first', 'love triangles', 'loyal subordinates', 'magic', 'male protagonist', 'male yandere', 'm*sturbation', 'mind control', 'misunderstandings', 'nobles', 'obsessive love', 'outdoor interc**rse', 'possessive characters', 'power couple', 'power struggle', 'pregnancy', 'r-18', 'revenge', 'royalty', 'second chance', 's*aves', 'special abilities', 'strong love interests', 'weak to strong', 'wealthy characters', 'witches', 'yandere']",https://cdn.novelupdates.com/images/2020/03/predatory-marriage.jpg,"Princess Leah wrote a su*cide note ahead of her wedding. It was because she was certain that she would die after the wedding night; a miserable end of a princess who devoted her life to the country and to the royal family. But before giving up her life, Leah planned her last revenge to the family, one that would surely leave them in ruins even after she became a cold corpse. She would bring them shame by being a non-virg*n bride. “Why did you throw away your first experience? Don’t you just want to run away?” “I… I want to die.” Leah impulsively confided to the man she slept with for one night."
Pretending as the Immortal Emperor in the Cultivation World!,"['PIECW', '特效仙帝！我能无限加特效！']",chinese,['姐姐的肉包'],"['action', 'fantasy', 'harem', 'romance', 'xuanhuan']","['beautiful female lead', 'calm protagonist', 'confident protagonist', 'dao companion', 'famous protagonist', 'fantasy world', 'hard-working protagonist', 'immortals', 'leadership', 'loyal subordinates', 'male protagonist', 'mature protagonist', 'misunderstandings', 'righteous protagonist', 'system administrator', 'transported to another world', 'weak to strong']",https://cdn.novelupdates.com/images/2023/01/Pretending-as-the-Immortal-Emperor-in-the-Cultivation-World.jpeg,"Crossing into the cultivation world, Chu Xiao became an average cultivator and, at the same time, awakened the Special Effects System. As a result, Chu Xiao embarked on the road of pretending to be a strong powerhouse while cheating for wealth and bluffing throughout the cultivation world. Several years later, when Chu Xiao ascended to the Immortal realm and used the special effects of the Immortal Emperor, the whole world shook. Blood shed throughout the world, and Immortals cried at the welcome of the Emperor. “Immortals beg for the grace of the Emperor!”"
Pretending To Be Siblings,['伪装兄妹'],chinese,['一枝独秀'],"['adult', 'smut']","['female protagonist', 'handsome male lead', 's*x friends', 'siblings not related by blood']",https://cdn.novelupdates.com/images/2023/04/Pretending-To-Be-Siblings.jpg,"Chen Yao had been a good girl in the eyes of her elders since she was a child, and becoming f*ck buddies Gu Huai was the most naughtiest thing she had ever done. Strangers at first, but when they met again they got closer. Just when she wanted the relationship to be something more, her mother suddenly announced that she was remarried. Their relationship suddenly changed from friends with benefits to siblings. What was she to do? Of course, they started going down the path of pretend… Siblings in front of others, f*cking like crazy behind the backs of others."
Princess Medical Doctor,"['Vengeance of the Doctress', 'Y PHI QUYỀN KHUYNH THIÊN HẠ', 'Yī Fēi Quán Qīng Tiānxià', '医妃权倾天下', '神医帝妃：且赋深情共白头']",chinese,['cheng jiu'],"['drama', 'fantasy', 'romance', 'slice of life']","['abusive characters', 'adapted to manhua', 'ancient china', 'beautiful female lead', 'broken engagement', 'clever protagonist', 'cruel characters', 'doctors', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'male yandere', 'misunderstandings', 'poisons', 'politics', 'royalty', 'schemes and conspiracies', 'slow romance', 'system administrator', 'torture', 'transmigration', 'underestimated protagonist']",https://cdn.novelupdates.com/images/2017/01/Princess-Medical-Doctor.jpg,"She is the Crown Prince’s fiancee, but on the night of their wedding, an edict was made and she was given off to marry the crippled and paralyzed God of War. On their wedding night, the paralyzed groom pressed her under his body: “Do you want this prince to kill you or poison you?” Lin Chujiu was a famous surgeon so she didn’t feel threatened that easily. She turned and pressed the crippled man under her body: “Say, do you want me to completely waste your legs or waste your third leg?” She is a genius surgeon doctor in the Modern Era that was transmigrated into the body of the Eldest Miss of the Lin Family. He is a famous prince named as the God of War and was feared by many. “I, Lin Chujiu, am not a good woman. I do not know how to write melodramatic words.” “I am in love with you and willing to do anything for you. I will bear the blame of our country or even help you seize the vast territory of our motherland…” “I hate you, I am willing to pull out your heart, take out your bones and after you lose your life I will destroy this picturesque country…”"
"Quick Transmigration Female Lead: Male God, Never Stopping","['QTFL: MG, NS', '快穿女主：男神，撩不停']",chinese,"['origami glazed tile', '折纸琉璃']","['adventure', 'comedy', 'drama', 'fantasy', 'romance', 'school life']","['acting', 'aggressive characters', 'ancient china', 'beastkin', 'beautiful female lead', 'business management', 'cold love interests', 'college/university', 'cultivation', 'devoted love interests', 'doting love interests', 'episodic', 'fantasy world', 'female protagonist', 'game elements', 'handsome male lead', 'magic', 'modern day', 'multiple realms', 'mysterious past', 'possessive characters', 'reverse harem', 'royalty', 'schemes and conspiracies', 'showbiz', 'system administrator', 'transmigration', 'world hopping']",https://cdn.novelupdates.com/images/2019/07/968790.jpg,"Luo Qing Chen is a wandering spirit that died thirty thousand years ago, roaming the Chaos Space In order to not turn into dust, she is bound by an ice cold system to travel through time and space to complete missions. Girls that pretend to be weak?  Slap them without explaining. A silly cannon fodder?  Helping them amass treasures. Meeting a real male god?  All of them will pamper. System: Dear masters, what do I do if my host even dares bully the heavens?  Waiting for an answer, it’s urgent! A certain male god: Change systems. System: ヽ〔?Д?〕丿"
Quick Transmigration: I’m Almost Dead,['快穿之我快死了'],chinese,"['xīxī tè', '西西特']","['comedy', 'drama', 'fantasy', 'mature', 'romance', 'tragedy', 'yaoi']","['abusive characters', 'average-looking protagonist', 'cannibalism', 'caring protagonist', 'character growth', 'childish protagonist', 'cold love interests', 'confinement', 'cruel characters', 'depictions of cruelty', 'devoted love interests', 'drugs', 'episodic', 'futuristic setting', 'handsome male lead', 'honest protagonist', 'incest', 'love interest falls in love first', 'male yandere', 'modern day', 'multiple realms', 'pe*verted protagonist', 'possessive characters', 'prison', 'prostit**es', 'psychopaths', 'r*pe victim becomes lover', 'r*pe', 'shameless protagonist', 'strong love interests', 'system administrator', 'transmigration', 'ugly protagonist', 'unlucky protagonist', 'wealthy characters', 'world hopping', 'yandere']",https://cdn.novelupdates.com/images/2019/03/qtiad.jpg,"When I auditioned for the Film Academy, the examiner arranged a crying scene for me. I pinched my thighs blue, but no tears came out. But now, ah. Chen You held a cigarette in his mouth, Give me ten seconds and I can cry like a dog, a dead dog. 444: Film Emperor, it’s time to go to the next set."
Quick Transmigration: Reforming the Blackened Big BOSS,['快穿之感化黑化大BOSS'],chinese,['何时拟归舟'],"['adventure', 'fantasy', 'romance']","['beautiful female lead', 'child abuse', 'cruel characters', 'cultivation', 'demons', 'depictions of cruelty', 'enemies become lovers', 'female protagonist', 'handsome male lead', 'immortals', 'multiple transported individuals', 'mysterious past', 'philosophical', 'poetry', 'protagonist strong from the start', 'slow romance', 'system administrator', 'tragic past', 'transmigration', 'world hopping', 'world travel', 'zombies']",https://cdn.novelupdates.com/images/2022/12/Quick-Transmigration-Reforming-the-Blackened-Big-BOSS.jpeg,"The only two things that deeply mattered to Bai Tang were fighting and refining her treasure sword, Canglan. What? Ask her to reform a blackened big boss to become good? She’s not capable of doing such a delicate task. So… The host doesn’t play by the rules and System 168 expresses its extreme weariness. Wen Su, who came from the abyss full of bones, said, “If the heavens forsakes me, then let the hundred ghosts roam the world; if the world hates me, then let the blood flow into rivers; if my families and friends hate me, then I’ll disregard moral principles and turn my back on my own blood relatives.” Bai Tang: Be good, I will provide you with food and clothing, a place to live and transportation. I will guide you to strive for a life that is both intellectually and emotionally rich, and one that is filled with diverse and meaningful experiences. Just be a good person! Then I will not point my sword at your heart, nor put you in an iron cage. Wen Su: Oh? I want you.
I was originally in the abyss, but since you came in carrying poisonous light, I wasn’t burnt by its poison. Since then, unable to forget, I put away my body full of spikes and thorns. A slow burn love story about a female black lotus boss VS a scheming big villain."
Quick Transmigration: The Boss’ White Moonlight is Resurrected,['大佬的白月光复活了[快穿]'],chinese,['酥小酒'],"['fantasy', 'mature', 'romance']","['apocalypse', 'artificial intelligence', 'beast companions', 'beautiful female lead', 'doting love interests', 'episodic', 'fated lovers', 'female protagonist', 'generals', 'handsome male lead', 'love interest falls in love first', 'possessive characters', 'showbiz', 'special abilities', 'system administrator', 'transmigration', 'world hopping', 'zombies']",https://cdn.novelupdates.com/images/2022/10/Quick-Transmigration-The-Boss-White-Moonlight-is-Resurrected.jpg,"Wan Tong was bound by the “Corpse Collecting System” and travelled through various small worlds. Her mission is to use the big boss’ white moonlight’s body to resurrect and stop raiders from looting the big boss’ luck. Wan Tong : Didn’t you say that the big boss has no emotional line? System who brought the white moonlight back to life : →_→ Wan Tong : …. sob, sob, every day I try my best to help the boss deal with the raiders, but the boss is thinking about how to attack her! PS : (1) The male lead is the same person, the white moonlight is the original MC, which is mentioned later. (2) Every world is probably sweet love T/N : white moonlight = first love"
Rational Dungeon Conquest of the Introverted Archer ~What? Just Unleashing Arrows from Outside the Dungeon and Dominating?~,['陰キャアーチャーの合理的ダンジョン攻略\u3000～何って、ダンジョンの外から矢を放って無双してるだけだが？～'],japanese,['艇駆 いいじ'],"['action', 'adventure', 'fantasy']","['academy', 'archery', 'dungeons', 'game elements', 'hidden abilities', 'introverted protagonist', 'male protagonist']",https://www.novelupdates.com/img/noimagefound.jpg,"Kageyama Eimu, a first-year high school student attending Leonis Adventure Academy, possesses a unique innate ability known as a blessing. Unfortunately, his blessing, called [Sure Hit], is perceived as a dud since it merely guarantees hitting enemies within his visible range—a skill aptly named [Sure Hit]. Choosing the Archer job to make the most of his blessing, Eimu diligently engages in dungeon conquests to become stronger. However, his level progress is sluggish, compounded by the Archer job’s lackluster reputation, leading to constant harassment from his classmates. One fateful day, Eimu makes a startling realization. The effect of Eimu’s [Sure Hit] extends not only to visible enemies but also to those he senses through the Archer’s detection skill. Realizing that he can hit enemies at a considerable distance, even those invisible to the naked eye, Eimu expands this range further. Soon, he gains the ability to unilaterally attack monsters from the upper layers of the dungeon and even from outside. Through this seemingly cunning yet rational leveling strategy, Eimu starts effortlessly overwhelming formidable adversaries."
Realm of the Night God,['月下夜神'],chinese,['roasted duck with potatoes'],"['action', 'fantasy', 'horror', 'xuanhuan']","['cultivation', 'cunning protagonist', 'death of loved ones', 'demonic cultivation technique', 'demons', 'fantasy world', 'ghosts', 'godly powers', 'religions']",https://cdn.novelupdates.com/images/2024/03/Realm-of-the-Night-God.jpg,"Create a divine statue, gather faith, refine divine power, and step into the divine position! There was originally no god in the world, but when more and more people believed, there was a god! This is a story without plug-ins! This is a story of an ant becoming a god!"
Rebirth Begins With The Titanic,['重生从泰坦尼克号开始'],chinese,['格列卫'],"['adult', 'drama', 'fantasy', 'historical', 'mystery', 'romance', 'slice of life']","['age regression', 'business management', 'calm protagonist', 'celebrities', 'charismatic protagonist', 'cunning protagonist', 'fanfiction', 'hard-working protagonist', 'leadership', 'male protagonist', 'management', 'modern knowledge', 'past plays a big role', 'poor to rich', 'previous life talent', 'showbiz', 'sudden wealth', 'time travel', 'transmigration', 'writers']",https://cdn.novelupdates.com/images/2023/08/Rebirth-Begins-With-The-Titanic.jpg,"Upon awakening from a deep slumber, Monet realized that he had been transported to the world of The Titanic after the ship had sunk as a passenger. After being rescued, armed with the advantage of foreseeing events over a century ahead, he embarked on creating his own career."
Rebirth in 1979: Conquering the World,['重生1979年巅峰怒放'],chinese,['feng ming yun yong'],"['action', 'adventure', 'comedy', 'harem', 'martial arts', 'romance', 'school life', 'slice of life']","['beautiful female lead', 'business management', 'businessmen', 'cheats', 'college/university', 'family', 'family business', 'famous protagonist', 'genius protagonist', 'hard-working protagonist', 'heartwarming', 'hiding true abilities', 'hiding true identity', 'jack of all trades', 'love interest falls in love first', 'male protagonist', 'music', 'older love interests', 'overpowered protagonist', 'overprotective siblings', 'poor to rich', 'protagonist strong from the start', 'selfless protagonist', 'showbiz', 'strong love interests', 'strong to stronger', 'sudden wealth', 'technological gap', 'wealthy characters']",https://cdn.novelupdates.com/images/2024/02/Rebirth-in-Conquering-the-World.jpeg,"“ Song Haowen!” In a daze, Song Haowen felt someone shouting loudly in his ear, like an explosion, abruptly awakening him. As he looked up, to his surprise, he found himself into a high school student, sitting in a classroom during a Chinese class. Song Haowen woke up and traveled back to 1979. Having mastered both Eastern and Western Knowledge in his Previous Life, He was talented and knowledgeable but lived and ordinary life and passed away without any remarkable achievements. Reborn this time, his exuberant life is destined to stand at the pinnacle of the world! Conquering the College Entrance Examination Become a Superstar in Entertainment Industry Master in Martial Arts A City’s Pride Master of Technology Hegemon in Business World Romantic Relationship Witness How Song Haowen Conquer the WORLD! _____________________________________________________________________________
Novel Update Schedule ( 2 chapters per day / 6PM ) ( Bonus Chapters will be randomly posted )"
Rebirth of the Noble Daughter,['重生之清贵嫡女'],chinese,['san zhieli'],['romance'],"['female protagonist', 'politics', 'revenge', 'royalty', 'transmigration']",https://cdn.novelupdates.com/images/2024/03/Rebirth-of-the-Noble-Daughter.png,"Feng Jinyao never expected that, after a massive fire, she would be reborn ten years in the past. At that time, she was the cherished jewel of her family, with her parents in good health and her elder brother and sister-in-law living harmoniously. She hadn’t even been formally engaged to her seemingly charming but treacherous fiancé. However, she was aware that the apparent tranquility around her was just an illusion. Storm clouds were gathering, and disaster was imminent. Her beloved parents would meet tragic ends, and her doting brothers would face misfortune. Even the influential Bai family, her maternal relatives, would not escape calamity. Feng Jinyao swore to protect both the Feng and Bai families in this lifetime! And so… Her father, who was supposed to have met an untimely end, unexpectedly rose through the ranks and became a high-ranking official close to the emperor. Her elder brother, destined for a tragic fate in the previous life, now achieved a high government position at a young age, earning the admiration of the people. Her second brother, who was supposed to perish in sorrow, became a top scholar and entered the imperial cabinet. Even the 17th Imperial Uncle, who had no connection with her in the previous life, unexpectedly approached her eagerly!"
Rebirth to Eighties: The Villain’s Mother Raises Her Cubs Daily,"[""Rebirth to '80s: The Villain’s Mother Raises Her Cubs Daily"", 'VMRHCD', '重生八零：反派亲妈养崽日常']",chinese,"['yu ren mei', '虞人美']","['drama', 'fantasy', 'romance']","['beautiful female lead', 'childcare', 'complex family relationships', 'cooking', 'cute children', 'devoted love interests', 'fat to fit', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'late romance', 'love interest falls in love first', 'medical knowledge', 'merchants', 'modern knowledge', 'smart couple', 'time travel', 'transmigration', 'ugly to beautiful']",https://cdn.novelupdates.com/images/2021/08/Rebirth-to-eighties-The-Villains-Mother-Raises-Her-Cubs-Daily.png,"Jiang Ran, heir to a family of traditional Chinese medicine, has developed new medicines and won numerous awards, but what she wanted was cooking and eating delicacies. After years of diligence, Jiang Ran finally won the National Food Contest, but she transmigrated into a book. She was divorced by the male protagonist of  the book and eventually died on the street. The original owner in the book has fat head and big ears, oily pox on the face, lazy and selfish. Before she divorce by the male lead, she bullied the male lead’s parents, siblings, and after the divorce, took their son to the streets. Jiang Ran who transmigrated in the book: “…” So… Jiang Ran transmigrated in the book. In order to avoid tragic death on the street, she cook food, open restaurants, save people diligently, and treat more illnesses. She paid off the money that the original owner owed to her in-laws and raised the son who would become the villain in the original book. As for the husband? “When will you come back, and ask for a divorce!” Male protagonist: Pei Huai is about to graduate and is going to go home. But he found that the content of the letter sent by his younger brother and sister had changed recently. Brother: Sister-in-law cooks so delicious! Like sister-in-law! Sister: The clothes made by my sister-in-law are so beautiful! Like sister-in-law! Pei Huai felt that things were not like it should be, so he decided to go home and have a look. As soon as I entered the house, he faced a bright and beautiful face: “Husband is back? Did you come back for a divorce?” Pei Huai said shamelessly: No, I am not!"
Reborn as a Transcendent,"['I Was Reincarnated Into A Super God', 'Wǒ Zhuǎnshēng Jiù Chāo Shén', '我转生就超神']",chinese,"['fēng huā', 'mad flower', '疯花']","['action', 'adventure', 'fantasy', 'gender bender', 'harem', 'shoujo ai', 'xuanhuan', 'yuri']","['adapted to manhua', 'arrogant characters', 'beautiful female lead', 'cheats', 'cultivation', 'fearless protagonist', 'handsome male lead', 'level system', 'loyal subordinates', 'lucky protagonist', 'male to female', 'mmorpg', 'modern day', 'money grubber', 'nationalism', 'overpowered protagonist', 'racism', 'reincarnation', 'ruthless protagonist', 'second chance', 'selfish protagonist', 'strong to stronger', 'sudden strength gain', 'virtual reality', 'wealthy characters']",https://cdn.novelupdates.com/images/2021/12/Reborn-as-a-Transcendent.jpg,"In the highly anticipated release of the first-ever VRMMO, Yeager found himself mysteriously traveled back in time. He is poised to rise to the summit and achieve the impossible. Armed with years of gaming experience and a wealth of strategic knowledge from the future, Yeager believes he can bring about the miracle of immortality. But just as the game begins, fate takes an unexpected twist as Yeager finds himself transformed into a young woman. In a tale that challenges identity and defies the limits of virtual reality, join Yeager on a mesmerizing journey of self-discovery as he navigate a world of mysteries, battles, and alliances, all while grappling with his newfound femininity."
Reborn Into A Wealthy Family To Tease The Villain,"['Transmigrating Into A Book To Tease The Wealthy Family Of The Villain', '书穿豪门逗反派']",chinese,['糖果麻麻'],"['comedy', 'drama', 'mature', 'romance', 'slice of life', 'yaoi']","['absent parents', 'black belly', 'clever protagonist', 'cold love interests', 'cold protagonist', 'cute protagonist', 'death of loved ones', 'doting older siblings', 'early romance', 'enemies become allies', 'gore', 'handsome male lead', 'hard-working protagonist', 'kidnappings', 'lack of common sense', 'love at first sight', 'love interest falls in love first', 'marriage of convenience', 'misunderstandings', 'mpreg', 'multiple reincarnated individuals', 'near-death experience', 'older love interests', 'overpowered protagonist', 'overprotective siblings', 'possessive characters', 'power couple', 'revenge', 'schemes and conspiracies', 'shameless protagonist', 'showbiz', 'smart couple', 'strategic battles', 'strong love interests', 'transmigration', 'tsundere', 'wealthy characters']",https://cdn.novelupdates.com/images/2021/05/Transmigrating-Into-A-Book-To-Tease-The-Wealthy-Family-Of-The-Villian.jpeg,"Lin Liang transmigrated into a sadomasochistic novel called “Love’s Greatest Damage” and became the most tragic cannon fodder in it. Not only does he have to rely on his own wisdom to reverse his destiny, but he also has to find a way to save his brother and family business from going bankrupt by the male protagonist who came for revenge. As a result, without breaking or standing, he fell into the arms of the villain boss of the book, the legendary overbearing president Gu Hengsheng."
Reborn into Naruto World with Tenseigan,"['RNT', '转生眼中的火影世界']",chinese,"['fantasy dragon', '空想之龙']","['action', 'adventure', 'mature', 'mystery', 'sci-fi', 'xuanhuan']","['age progression', 'alchemy', 'aliens', 'bloodlines', 'calm protagonist', 'cheats', 'clones', 'cold protagonist', 'cosmic wars', 'cruel characters', 'depictions of cruelty', 'determined protagonist', 'enemies become allies', 'eye powers', 'fanfiction', 'fast learner', 'friendship', 'genius protagonist', 'god protagonist', 'godly powers', 'gods', 'hidden abilities', 'hiding true abilities', 'hiding true identity', 'human experimentation', 'magical space', 'male protagonist', 'medical knowledge', 'mercenaries', 'military', 'mutations', 'ninjas', 'orphans', 'overpowered protagonist', 'parody', 'protagonist with multiple bodies', 'reincarnation', 'romantic subplot', 'ruthless protagonist', 'scientists', 'spatial manipulation', 'spies', 'sudden strength gain', 'time skip', 'transmigration', 'underestimated protagonist', 'wars', 'weak to strong']",https://cdn.novelupdates.com/images/2020/11/tenseigan2.jpg,The trembling Hyuga Kuroto finally got the treasure that he dreamed of! How exactly will the world of Naruto be perceived with his glowing Sky Blue Tenseigan Eyes.
Red Mansion,['레드 맨션'],korean,['guwon'],"['adult', 'psychological', 'tragedy', 'yaoi']","['drugs', 'obsessive love', 'possessive characters']",https://cdn.novelupdates.com/images/2024/01/Red-Mansion_1705650734.jpg,"A sunless old mansion located on the outskirts of Seoul. Among them, Sung-kyung, who ran a snack bar in the most remote corner, tended to focus on one thing. The person he was currently obsessed with was Kwon Chungrim, the manager of the Red Mansion. He wore a beige shirt and a large silver watch.]
[He turned the fan towards me. Even the lukewarm wind makes my heart beat.]
[Why did you come? Why did you smile at me at the end?]
One day, he observed Chungrim with a gloomy gaze and wrote everything down in my notebook. Sung-kyung, while obsessively thinking about him, ended up getting caught.
“You. You want to f*ck with me?”
“…”
“I am not going to beat you up. Will you come when I f*ck you? Ah, I’m really curious. Take off your pants.”
“Huh?”
“Let’s test it out. I wonder if I will too. f*ck, but what if I throw up?”
“Okay, I can take it. I will make sure that it doesn’t get dirty.”
At first, it was just a relationship that involved only mild violence and s*xual activity. However, the blind obedience and crazy affection shown in his diary The gold clearl One day, he observed Chungrim with a gloomy gaze and wrote everything down in my notebook. Sung-kyung, while obsessively thinking about him, ended up getting caught. “You. You want to f*ck with me?” “…” “I am not going to beat you up. Will you come when I f*ck you? Ah, I’m really curious. Take off your pants.” “Huh?” “Let’s test it out. I wonder if I will too. f*ck, but what if I throw up?” “Okay, I can take it. I will make sure that it doesn’t get dirty.” At first, it was just a relationship that involved only mild violence and s*xual activity. However, the blind obedience and crazy affection shown in his diary The gold clearl"
Reincarnated as a Little Fairy,"['Chīsana yōsei ni tensei shimashita.~ Katte ni ōjō ni sumitsuki-suki katte shi tetara iroiro mondai ga kaiketsu shite ita yōdesu ~', 'I turned into a little fairy. ~ It seems that various problems have been solved by living in the royal castle without permission ~', '小さな妖精に転生しました。～勝手に王城に住みつき好き勝手してたら色々問題が解決していたようです～', '작은 요정으로 환생']",japanese,['fe'],"['action', 'adventure', 'fantasy', 'slice of life']","['adventurers', 'alchemy', 'aliens', 'artifact crafting', 'cheats', 'comedic undertone', 'cute protagonist', 'dense protagonist', 'elemental magic', 'european ambience', 'fairies', 'fantasy creatures', 'fantasy world', 'female protagonist', 'game elements', 'godly powers', 'guilds', 'human-nonhuman relationship', 'humanoid protagonist', 'lack of common sense', 'language barrier', 'magical technology', 'misunderstandings', 'monsters', 'multiple pov', 'nobles', 'overpowered protagonist', 'protagonist strong from the start', 'quirky characters', 'race change', 'reincarnated in another world', 'reincarnation', 'schemes and conspiracies', 'special abilities', 'wizards']",https://www.novelupdates.com/img/noimagefound.jpg,"When I woke up, I found myself reincarnated as a palm-sized fairy. By chance, I ended up following a princess I encountered, and despite the language barrier, I made myself at home in the royal palace. As the protagonist adores medieval worlds, they live their life with high enthusiasm, enjoying a tourist-like existence in this medieval-like realm. However, the kingdom faces various problems… Without understanding the language, the protagonist behaves as they please. Surprisingly, these seemingly absurd actions later become the key to solving problems, all of which get resolved without the protagonist’s knowledge. Everything gets misunderstood as if it were thanks to the protagonist’s efforts."
Reincarnated as an Aristocrat with an Appraisal Skill,"[""As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World (LN)"", 'Tensei Kizoku, Kantei Skill de Nariagaru ~ Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta ~', '転生貴族、鑑定スキルで成り上がる～弱小領地を受け継いだので、優秀な人材を増やしていたら、最強領地になってた～']",japanese,"['miraijin a', '未来人a']","['action', 'adventure', 'fantasy', 'martial arts', 'romance', 'shounen']","['adapted to manga', 'child protagonist', 'dense protagonist', 'fantasy world', 'game elements', 'loyal subordinates', 'magic', 'male protagonist', 'nobles', 'politics', 'reincarnated in another world', 'special abilities', 'sword and magic', 'weak protagonist']",https://cdn.novelupdates.com/images/2020/07/Reincarnated-Aristocrat.jpg,"After being reincarnated, Ars Louvent is supposed to live in a different world as a weak aristocrat. Both his physical strength and intelligence were mediocre in both worlds, but here he naturally possessed a skill called “Appraisal” that allowed him to see the potential of any person. By gathering talented people by his side, Ars uses this “Appraisal” skill to transform his weak territory into the strongest one! But the road ahead of him won’t be so simple."
Reincarnated as Poor Baron’s Youngest: Three Goddesses’ Cheats for a Carefree Life,['どうやら貧乏男爵家の末っ子に転生したらしいです～兄や両親に疎まれながらも、三人の女神からチートを貰いました。僕だけが世界で唯一の三属性持ちってほんと!?目指せ、悠々自適なスローライフ～'],japanese,['反面教師'],"['action', 'comedy', 'fantasy', 'harem', 'romance']","['academy', 'age progression', 'brother complex', 'bullying', 'cheats', 'child protagonist', 'complex family relationships', 'dense protagonist', 'depictions of cruelty', 'emotionally weak protagonist', 'goddesses', 'incest', 'male protagonist', 'naive protagonist', 'nobles', 'overpowered protagonist', 'reincarnated in another world', 'reincarnation', 'siblings', 'special abilities', 'strong to stronger']",https://www.novelupdates.com/img/noimagefound.jpg,"Centuries since the glory of the first generation. In a distant borderland far from the capital, as the youngest child of the Clematis Baron household, Hisui Bellcoula Clematis came into existence. Upon being born, he immediately realized something – he retained memories from his previous life. The young man who had lived a life of extreme poverty in his past life was suddenly reincarnated as a nobleman’s youngest son one day. “Alright! I’m rich now!” His elation was short-lived. The place he had been reincarnated into was the financially troubled Poor Baron’s family!? His father showed no interest in him whatsoever. His birth mother had passed away. The eldest son bullied him relentlessly, and the second son did nothing to stop it. To be honest, the situation was even more severe than in his previous life. “This is quite the reincarnation! I need to acquire the strength to stand on my own while I still can!” With determination, Hisui’s new life began. He was granted three powers by three goddesses that shouldn’t have been able to coexist within him.
He used cheats to defeat formidable enemies.
He helped troubled girls and ended up with a harem. Noble title? Reputation? Territory?
He desired freedom more than any of those things! The youth seeking tranquility found himself swept up in the extraordinary."
